time, pascal, temperature
      21443224,-112.051, 25.3298
      21453246,-112.051, 25.3298
      21463218,-112.051, 25.3298
      21473205,-112.051, 25.3298
      21483106,-117.311, 25.3298
      21493105, -106.79, 25.3298
      21503105, -106.79, 25.3298
      21513105, -106.79, 25.3298
      21523105, -106.79, 25.3298
      21533105, -106.79, 25.3298
      21543105, -106.79, 25.3298
      21553105, -106.79, 25.3298
      21563216, -106.79, 25.3298
      21573174, -106.79, 25.3298
      21583106,-112.051, 25.3298
      21593105, -106.79, 25.3298
      21603105, -106.79, 25.3298
      21613105, -106.79, 25.3298
      21623105,-112.051, 25.3298
      21633105, -106.79, 25.3298
      21643105, -106.79, 25.3298
      21653105, -106.79, 25.3298
      21663105, -106.79, 25.3298
      21673105, -106.79, 25.3298
      21683105, -106.79, 25.3298
      21693105,-112.051, 25.3298
      21703105,-112.051, 25.3298
      21713105,-112.051, 25.3298
      21723225,-112.051, 25.3298
      21733176, -106.79, 25.3298
      21743106,-112.051, 25.3298
      21753105,-112.051, 25.3298
      21763105,-112.051, 25.3298
      21773105,-112.051, 25.3298
      21783105,-112.051, 25.3298
      21793105,-112.051, 25.3298
      21803105, -106.79, 25.3298
      21813105, -106.79, 25.3298
      21823105, -106.79, 25.3298
      21833105, -106.79, 25.3298
      21843105, -106.79, 25.3298
      21853105, -106.79, 25.3298
      21863105, -106.79, 25.3298
      21873105, -106.79, 25.3298
      21883284, -106.79, 25.3298
      21893180, -106.79, 25.3298
      21903106, -106.79, 25.3298
      21913105, -106.79, 25.3298
      21923105, -106.79, 25.3298
      21933105, -106.79, 25.3298
      21943105, -106.79, 25.3298
      21953105, -106.79, 25.3298
      21963105, -106.79, 25.3298
      21973105, -106.79, 25.3298
      21983105, -101.53, 25.3298
      21993105,-112.051, 25.3298
      22003105, -106.79, 25.3298
      22013105, -106.79, 25.3298
      22023105, -106.79, 25.3298
      22033105, -106.79, 25.3298
      22043290, -106.79, 25.3298
      22053181, -106.79, 25.3298
      22063106, -106.79, 25.3298
      22073105, -106.79, 25.3298
      22083105, -106.79, 25.3298
      22093105, -106.79, 25.3298
